Date,Time_Period,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,C0D-1HA,C0D-2HA,C0D-3HA,C0D-4HA,C1D-1HA,C1D-2HA,C1D-3HA,C1D-4HA,C2D-1HA,C2D-2HA,C2D-3HA,C2D-4HA,C3D-1HA,C3D-2HA,C3D-3HA,C3D-4HA,C4D-1HA,C4D-2HA,C4D-3HA,C4D-4HA,C5D-1HA,C5D-2HA,C5D-3HA,C5D-4HA,Total_Accidents,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Day_Of_Week,Is_Weekend,Is_Holiday
2020-12-01,0,1,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5,4.738999999999999,-11.816666666666668,52.16666666666666,23.33333333333333,9.166666666666666,52.31666666666667,89.93,1,0,0
2020-12-01,1,1,0,1,1,1,1,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,8,0.9066666666666664,-10.516666666666667,39.333333333333336,20.666666666666668,13.333333333333334,64.4,90.02333333333333,1,0,0
2020-12-01,2,0,1,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5,2.198666666666667,-9.966666666666669,46.16666666666666,20.83333333333333,8.833333333333334,24.100000000000005,90.07333333333332,1,0,0
2020-12-01,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.6986666666666668,-9.916666666666666,50.0,33.666666666666664,17.833333333333332,21.433333333333337,89.33166666666666,1,0,0
2020-12-02,0,0,0,1,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4,4.781666666666667,-8.700000000000001,52.333333333333336,20.166666666666668,4.333333333333333,52.31666666666667,90.13833333333334,2,0,0
2020-12-02,1,1,1,1,1,1,1,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,14,1.916,-6.45,37.833333333333336,20.166666666666668,7.0,59.01666666666667,89.94833333333332,2,0,0
2020-12-02,2,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2,5.726666666666667,-7.3,64.16666666666667,21.5,4.5,26.78333333333333,89.69666666666666,2,0,0
2020-12-02,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,7.334666666666666,-8.816666666666666,51.66666666666666,20.83333333333333,3.0,24.100000000000005,90.085,2,0,0
2020-12-03,0,1,0,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5,26.885666666666665,-7.85,30.0,25.666666666666668,23.0,50.96666666666667,89.14166666666667,3,0,0
2020-12-03,1,0,0,1,1,1,1,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,17,17.629666666666672,-5.5,30.666666666666668,21.166666666666668,17.166666666666668,63.05,89.145,3,0,0
