Date,Time_Period,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,C0D-1HA,C0D-2HA,C0D-3HA,C0D-4HA,C1D-1HA,C1D-2HA,C1D-3HA,C1D-4HA,C2D-1HA,C2D-2HA,C2D-3HA,C2D-4HA,C3D-1HA,C3D-2HA,C3D-3HA,C3D-4HA,C4D-1HA,C4D-2HA,C4D-3HA,C4D-4HA,C5D-1HA,C5D-2HA,C5D-3HA,C5D-4HA,Total_Accidents,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Day_Of_Week,Is_Weekend,Is_Holiday
2023-12-01,0,1,1,1,0,1,0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,5,3.281666666666667,-12.233333333333334,77.83333333333333,22.666666666666668,3.6666666666666665,45.6,87.41166666666668,4,0,0
2023-12-01,1,0,0,1,1,1,1,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,15,1.5096666666666665,-10.616666666666667,52.0,18.666666666666668,6.333333333333333,41.583333333333336,87.21833333333332,4,0,0
2023-12-01,2,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,4.0,4.0,1.0,9,1.4746666666666663,-12.85,42.16666666666666,20.0,11.0,24.100000000000005,87.25166666666667,4,0,0
2023-12-01,3,0,0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.997666666666668,-11.316666666666668,83.83333333333333,17.166666666666668,5.5,24.100000000000005,87.73333333333333,4,0,0
2023-12-02,0,1,0,0,0,1,1,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,4,3.413666666666667,-12.716666666666669,45.16666666666666,20.166666666666668,13.166666666666666,50.96666666666667,86.98,5,1,0
2023-12-02,1,0,0,0,1,1,1,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,8.0,4.0,1.0,1.0,10,0.8616666666666666,-10.716666666666669,37.66666666666666,23.0,11.833333333333334,50.98333333333334,86.74000000000001,5,1,0
2023-12-02,2,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,4.0,4.0,7,1.1949999999999998,-11.216666666666669,38.0,31.33333333333333,21.83333333333333,18.76666666666667,87.22666666666667,5,1,0
2023-12-02,3,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2.306666666666667,-13.066666666666668,52.66666666666666,19.166666666666668,10.666666666666666,24.100000000000005,87.25333333333333,5,1,0
2023-12-03,0,0,0,0,1,1,1,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3,7.202666666666667,-13.383333333333333,49.833333333333336,18.33333333333333,10.833333333333334,50.96666666666667,87.98333333333333,6,1,0
2023-12-03,1,1,0,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0,3.0,5.0,8.0,4.0,1.0,5,0.1279999999999999,-12.166666666666666,34.166666666666664,17.666666666666668,13.166666666666666,50.96666666666667,87.42333333333333,6,1,0
2023-12-03,2,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,3,1.1136666666666666,-10.416666666666666,38.66666666666666,28.33333333333333,18.5,24.100000000000005,87.41000000000001,6,1,0
2023-12-03,3,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.4906666666666666,-13.35,38.333333333333336,26.0,13.166666666666666,20.1,87.79833333333333,6,1,0
2023-12-04,0,1,1,1,0,1,1,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6,0.4986666666666667,-11.083333333333334,32.166666666666664,26.0,20.83333333333333,44.25,88.55666666666667,0,0,0
2023-12-04,1,1,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,8.0,4.0,7,0.5866666666666668,-11.15,26.83333333333333,26.0,9.666666666666666,44.25,88.61500000000001,0,0,0
