Date,Time_Period,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Day_Of_Week,Is_Weekend,Is_Holiday
2021-07-11,0,1.3176666666666634,11.033333333333333,74.83333333333333,25.0,11.833333333333334,19.566666666666666,89.39833333333333,6,1,0
2021-07-11,1,3.4826666666666726,10.183333333333334,50.0,11.333333333333334,8.333333333333334,37.53333333333334,89.27666666666666,6,1,0
2021-07-11,2,4.098999999999998,10.700000000000001,56.0,12.0,8.833333333333334,30.833333333333332,89.30666666666667,6,1,0
2021-07-11,3,1.114999999999997,10.516666666666667,67.16666666666667,33.166666666666664,13.5,21.433333333333337,89.28500000000001,6,1,0
2021-07-12,0,14.782666666666662,10.416666666666666,64.33333333333333,21.333333333333332,7.333333333333333,18.76666666666667,89.57333333333332,0,0,0
2021-07-12,1,0.9216666666666645,11.033333333333333,43.333333333333336,15.0,14.333333333333334,11.833333333333334,89.46166666666666,0,0,0
2021-07-12,2,4.750666666666662,11.799999999999999,56.0,10.5,10.5,17.433333333333334,89.46499999999999,0,0,0
2021-07-12,3,3.2920000000000003,10.033333333333333,80.16666666666667,31.666666666666668,4.5,25.450000000000003,89.43666666666667,0,0,0
2021-07-13,0,12.938666666666666,11.4,62.333333333333336,21.166666666666668,6.0,9.433333333333334,89.45666666666666,1,0,0
2021-07-13,1,0.538666666666667,10.6,37.833333333333336,14.0,17.0,8.1,89.315,1,0,0
2021-07-13,2,5.4906666666666695,11.450000000000001,48.833333333333336,15.333333333333334,17.166666666666668,16.633333333333336,89.14666666666666,1,0,0
2021-07-13,3,4.462666666666661,10.966666666666667,75.5,24.5,8.666666666666666,16.1,89.48333333333333,1,0,0
2021-07-14,0,13.77200000000001,13.233333333333334,62.333333333333336,21.0,12.5,13.966666666666667,88.88,2,0,0
2021-07-14,1,0.43900000000000017,9.316666666666668,29.166666666666668,17.833333333333332,14.666666666666666,8.366666666666665,88.64999999999999,2,0,0
2021-07-14,2,6.549666666666667,10.816666666666668,40.833333333333336,15.833333333333334,13.5,8.366666666666665,88.46333333333332,2,0,0
2021-07-14,3,2.6319999999999992,11.166666666666666,69.83333333333333,17.333333333333332,10.833333333333334,15.300000000000002,89.07833333333333,2,0,0
2021-07-15,0,18.103999999999996,10.083333333333334,50.833333333333336,20.0,7.0,8.633333333333333,88.49166666666667,3,0,0
2021-07-15,1,0.5856666666666666,12.700000000000001,38.833333333333336,5.5,16.833333333333332,9.166666666666666,88.41333333333334,3,0,0
2021-07-15,2,10.737666666666675,13.700000000000001,56.0,20.0,20.0,8.633333333333333,88.46666666666665,3,0,0
2021-07-15,3,3.4776666666666713,11.166666666666666,68.5,21.666666666666668,3.3333333333333335,8.633333333333333,88.46833333333332,3,0,0
2021-07-16,0,2.4706666666666637,11.516666666666666,61.333333333333336,14.0,11.833333333333334,8.9,89.03333333333335,4,0,0
2021-07-16,1,2.6986666666666705,12.066666666666668,46.833333333333336,11.0,14.666666666666666,10.5,88.855,4,0,0
2021-07-16,2,8.782999999999992,11.083333333333334,49.5,16.666666666666668,14.166666666666666,8.083333333333334,88.65833333333335,4,0,0
2021-07-16,3,0.4749999999999999,10.700000000000001,64.66666666666667,35.0,16.833333333333332,8.1,88.85666666666667,4,0,0
2021-07-17,0,6.0896666666666635,10.616666666666667,76.16666666666667,28.833333333333332,19.0,13.166666666666666,89.02666666666666,5,1,0
2021-07-17,1,2.1026666666666762,12.233333333333334,53.666666666666664,9.833333333333334,15.666666666666666,17.7,89.13333333333333,5,1,0
2021-07-17,2,9.894666666666662,12.616666666666667,70.83333333333333,4.166666666666667,22.666666666666668,10.233333333333333,89.36500000000001,5,1,0
2021-07-17,3,3.3119999999999963,9.833333333333334,76.83333333333333,29.5,17.333333333333332,9.7,88.76333333333334,5,1,0
2021-07-18,0,0.8160000000000001,12.433333333333332,90.16666666666667,13.0,12.833333333333334,1.5,89.69,6,1,0
2021-07-18,1,2.4746666666666646,13.516666666666666,71.83333333333333,14.5,15.0,2.533333333333333,89.55333333333334,6,1,0
2021-07-18,2,4.511000000000005,13.516666666666666,77.66666666666667,7.333333333333333,15.333333333333334,3.6666666666666665,89.60166666666667,6,1,0
2021-07-18,3,0.5426666666666665,12.133333333333333,86.83333333333333,5.5,16.5,4.666666666666667,89.625,6,1,0
2021-07-19,0,4.282666666666673,13.4,88.66666666666667,21.333333333333332,4.833333333333333,1.6666666666666667,89.74666666666667,0,0,0
2021-07-19,1,1.2216666666666682,15.033333333333333,61.833333333333336,14.5,19.0,3.466666666666667,89.52833333333332,0,0,0
2021-07-19,2,6.307999999999997,15.866666666666667,83.83333333333333,12.0,16.666666666666668,5.766666666666667,89.41000000000001,0,0,0
2021-07-19,3,0.3056666666666671,11.9,94.0,8.666666666666666,10.5,1.8,89.71333333333332,0,0,0
2021-07-20,0,0.25766666666666727,15.35,95.33333333333333,15.833333333333334,10.0,3.1333333333333333,89.18166666666667,1,0,0
2021-07-20,1,4.754999999999998,15.799999999999999,75.5,11.5,11.666666666666666,6.400000000000001,88.98166666666667,1,0,0
2021-07-20,2,3.491999999999996,15.450000000000001,82.83333333333333,6.666666666666667,18.166666666666668,8.083333333333334,88.95333333333333,1,0,0
2021-07-20,3,0.03466666666666701,15.233333333333334,97.0,14.333333333333334,9.0,1.6666666666666667,89.30333333333334,1,0,0
2021-07-21,0,1.1510000000000014,14.033333333333333,80.83333333333333,19.166666666666668,8.833333333333334,6.400000000000001,88.98,2,0,0
2021-07-21,1,14.36566666666668,10.866666666666667,48.166666666666664,18.166666666666668,21.666666666666668,8.066666666666666,88.65166666666666,2,0,0
2021-07-21,2,13.794999999999993,7.1000000000000005,37.5,15.5,25.333333333333332,15.300000000000002,88.45166666666667,2,0,0
2021-07-21,3,0.04566666666666629,14.299999999999999,90.0,10.833333333333334,8.5,8.1,89.04333333333334,2,0,0
2021-07-22,0,4.745666666666669,10.466666666666667,76.83333333333333,10.333333333333334,8.0,12.366666666666667,88.835,3,0,0
2021-07-22,1,2.0349999999999993,4.583333333333333,33.666666666666664,19.166666666666668,19.5,16.366666666666667,88.71,3,0,0
2021-07-22,2,4.6279999999999974,6.0,54.0,12.5,12.166666666666666,14.233333333333334,88.91666666666667,3,0,0
2021-07-22,3,3.527,6.616666666666667,62.166666666666664,25.833333333333332,9.833333333333334,12.100000000000001,88.71166666666666,3,0,0
2021-07-23,0,25.015000000000015,1.8999999999999997,40.833333333333336,21.333333333333332,13.0,8.85,89.08166666666666,4,0,0
2021-07-23,1,1.1946666666666637,-3.25,14.166666666666666,27.833333333333332,26.666666666666668,16.616666666666667,89.01833333333333,4,0,0
2021-07-23,2,19.57866666666667,1.6666666666666667,31.0,29.0,16.333333333333332,11.566666666666668,89.27,4,0,0
2021-07-23,3,1.437666666666665,5.033333333333333,64.83333333333333,19.0,7.666666666666667,15.033333333333333,89.07166666666666,4,0,0
2021-07-24,0,22.718999999999998,4.1499999999999995,43.333333333333336,19.5,9.833333333333334,10.766666666666666,89.52666666666666,5,1,0
2021-07-24,1,1.487000000000003,4.75,24.166666666666668,19.166666666666668,12.833333333333334,11.299999999999999,89.175,5,1,0
2021-07-24,2,19.858666666666657,7.1499999999999995,41.666666666666664,17.0,12.666666666666666,8.616666666666665,89.12666666666667,5,1,0
2021-07-24,3,2.771,1.883333333333333,50.833333333333336,16.5,7.333333333333333,9.166666666666666,89.52833333333332,5,1,0
2021-07-25,0,15.62266666666666,8.466666666666667,58.333333333333336,14.333333333333334,13.166666666666666,8.366666666666665,89.28166666666668,6,1,0
2021-07-25,1,2.4576666666666718,8.433333333333334,35.166666666666664,11.166666666666666,10.666666666666666,7.25,89.03666666666668,6,1,0
2021-07-25,2,12.687999999999997,8.933333333333332,45.333333333333336,16.166666666666668,16.166666666666668,7.816666666666666,88.85166666666667,6,1,0
2021-07-25,3,3.7670000000000017,7.433333333333334,62.833333333333336,10.5,4.666666666666667,9.7,89.24666666666667,6,1,0
2021-07-26,0,6.679000000000005,10.0,67.5,18.666666666666668,13.333333333333334,10.766666666666666,89.21666666666665,0,0,0
2021-07-26,1,3.6106666666666656,11.033333333333333,44.666666666666664,12.166666666666666,15.5,9.433333333333332,88.91833333333334,0,0,0
2021-07-26,2,9.293666666666667,11.333333333333334,54.166666666666664,13.166666666666666,12.5,11.033333333333333,88.79666666666667,0,0,0
2021-07-26,3,0.6590000000000013,9.666666666666666,78.83333333333333,32.166666666666664,18.166666666666668,12.100000000000001,89.245,0,0,0
2021-07-27,0,8.25366666666666,11.366666666666667,68.33333333333333,35.0,26.833333333333332,9.433333333333332,89.08999999999999,1,0,0
2021-07-27,1,0.8349999999999993,10.883333333333333,45.666666666666664,5.5,14.666666666666666,9.166666666666666,89.22666666666667,1,0,0
2021-07-27,2,5.4106666666666685,11.216666666666667,58.333333333333336,5.5,12.666666666666666,11.033333333333333,89.38166666666666,1,0,0
2021-07-27,3,1.0319999999999987,9.583333333333334,75.33333333333333,20.166666666666668,3.3333333333333335,9.7,88.815,1,0,0
2021-07-28,0,11.75200000000001,10.566666666666666,63.0,15.333333333333334,9.666666666666666,19.566666666666666,89.79333333333334,2,0,0
2021-07-28,1,1.5816666666666659,11.25,40.333333333333336,14.0,15.0,19.3,89.61,2,0,0
2021-07-28,2,4.1816666666666675,11.9,47.666666666666664,13.5,12.333333333333334,14.233333333333334,89.455,2,0,0
2021-07-28,3,3.6826666666666683,10.216666666666667,72.33333333333333,21.166666666666668,3.8333333333333335,16.1,89.65333333333332,2,0,0
2021-07-29,0,9.738666666666683,12.1,55.0,29.333333333333332,14.833333333333334,8.6,89.41333333333334,3,0,0
2021-07-29,1,0.25866666666666766,11.833333333333334,37.333333333333336,2.3333333333333335,20.5,6.400000000000001,89.395,3,0,0
2021-07-29,2,11.07100000000001,14.1,61.666666666666664,8.333333333333334,13.666666666666666,10.483333333333334,89.52499999999999,3,0,0
2021-07-29,3,0.7496666666666657,11.700000000000001,70.66666666666667,13.5,3.6666666666666665,11.833333333333334,89.39333333333333,3,0,0
2021-07-30,0,18.44666666666668,11.85,62.166666666666664,20.166666666666668,10.166666666666666,10.233333333333333,89.80666666666667,4,0,0
2021-07-30,1,2.214666666666663,10.299999999999999,30.833333333333332,14.5,20.333333333333332,12.9,89.70333333333333,4,0,0
2021-07-30,2,8.990666666666673,10.633333333333333,41.666666666666664,11.833333333333334,17.0,12.633333333333333,89.755,4,0,0
2021-07-30,3,1.5506666666666649,12.533333333333333,83.0,19.5,5.166666666666667,11.833333333333334,89.71333333333332,4,0,0
2021-07-31,0,14.709666666666667,9.833333333333334,54.666666666666664,20.5,3.6666666666666665,13.700000000000001,89.97666666666667,5,1,0
2021-07-31,1,3.643999999999997,10.85,32.833333333333336,13.666666666666666,12.166666666666666,14.5,89.86500000000001,5,1,0
2021-07-31,2,7.8936666666666655,9.700000000000001,37.166666666666664,17.833333333333332,10.333333333333334,13.433333333333332,89.74833333333333,5,1,0
2021-07-31,3,6.74266666666667,8.35,55.5,19.5,6.166666666666667,15.566666666666668,89.90333333333335,5,1,0
2021-08-01,0,21.317666666666668,11.383333333333333,55.333333333333336,18.666666666666668,11.333333333333334,8.9,89.71,6,1,0
2021-08-01,1,0.5896666666666673,7.783333333333334,21.166666666666668,16.833333333333332,28.666666666666668,8.1,89.46666666666665,6,1,0
2021-08-01,2,6.51866666666667,9.516666666666667,31.333333333333332,12.666666666666666,13.166666666666666,8.366666666666665,89.32,6,1,0
2021-08-01,3,3.4616666666666696,10.316666666666666,61.833333333333336,21.666666666666668,4.666666666666667,13.966666666666667,89.72000000000001,6,1,0
