Date,Time_Period,Cluster0,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,C0D-1HA,C0D-2HA,C0D-3HA,C0D-4HA,C1D-1HA,C1D-2HA,C1D-3HA,C1D-4HA,C2D-1HA,C2D-2HA,C2D-3HA,C2D-4HA,C3D-1HA,C3D-2HA,C3D-3HA,C3D-4HA,C4D-1HA,C4D-2HA,C4D-3HA,C4D-4HA,C5D-1HA,C5D-2HA,C5D-3HA,C5D-4HA,Total_Accidents,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Day_Of_Week,Is_Weekend,Is_Holiday
2019-12-08,1,1,1,1,1,1,1,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,9,0.704,-13.25,75.0,22.666666666666668,9.333333333333334,14.233333333333334,88.66166666666668,6,1,0
2019-12-08,2,1,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,8,5.801666666666669,-12.016666666666666,74.5,21.0,7.0,18.76666666666667,88.76666666666667,6,1,0
2019-12-08,3,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3226666666666671,-12.983333333333334,87.16666666666667,4.666666666666667,11.5,3.0,88.60666666666667,6,1,0
2019-12-09,0,1,0,1,1,1,0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,5,2.763,-7.866666666666667,76.66666666666667,19.83333333333333,14.333333333333334,21.71666666666667,89.02166666666666,0,0,0
2019-12-09,1,1,0,1,0,1,1,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,13,0.1976666666666665,-9.766666666666667,85.16666666666667,8.666666666666666,10.0,2.4,89.20333333333333,0,0,0
2019-12-09,2,1,1,1,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,17,0.7146666666666668,-9.283333333333331,86.83333333333333,19.5,12.5,7.800000000000001,89.18,0,0,0
2019-12-09,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.542666666666666,-9.666666666666666,58.833333333333336,27.5,17.166666666666668,16.1,88.77999999999999,0,0,0
2019-12-10,0,0,1,1,0,1,0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,11,0.7736666666666665,-9.366666666666667,74.83333333333333,21.5,5.5,48.3,88.89666666666666,1,0,0
2019-12-10,1,1,0,1,1,1,0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,6,1.1946666666666663,-7.183333333333334,78.66666666666667,11.666666666666666,8.666666666666666,64.4,88.94333333333333,1,0,0
2019-12-10,2,0,1,1,0,1,0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,4,0.1706666666666664,-8.4,89.16666666666667,15.333333333333334,21.33333333333333,8.833333333333334,88.76166666666666,1,0,0
2019-12-10,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.523000000000001,-10.933333333333332,83.0,23.83333333333333,7.333333333333333,14.5,88.97666666666667,1,0,0
2019-12-11,0,0,0,0,1,0,1,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.3350000000000001,-12.85,88.16666666666667,12.0,9.5,3.0666666666666664,88.445,2,0,0
2019-12-11,1,1,1,1,1,1,1,1.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,20,0.782666666666666,-8.916666666666666,90.0,17.666666666666668,5.833333333333333,4.683333333333333,88.455,2,0,0
2019-12-11,2,1,0,1,1,1,1,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,9,3.2386666666666644,-12.316666666666668,88.5,17.5,12.333333333333334,3.8666666666666663,88.34333333333332,2,0,0
2019-12-11,3,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7946666666666662,-9.8,91.0,15.5,17.333333333333332,2.466666666666667,88.505,2,0,0
2019-12-12,0,1,1,0,1,1,1,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,10,1.2856666666666672,-9.333333333333334,86.66666666666667,10.333333333333334,8.0,22.5,87.72500000000001,3,0,0
2019-12-12,1,1,1,0,0,1,1,3.0,1.0,4.0,2.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,4.0,0.0,4.0,1.0,12,0.5630000000000013,-11.25,83.5,1.3333333333333333,18.33333333333333,22.5,87.94833333333334,3,0,0
